@RELATION MonteCarloTestingSignal.txt

@ATTRIBUTE f1 numeric
@ATTRIBUTE f2 numeric
@ATTRIBUTE f3 numeric
@ATTRIBUTE f4 numeric
@ATTRIBUTE f5 numeric
@ATTRIBUTE f6 numeric
@ATTRIBUTE f7 numeric
@ATTRIBUTE f8 numeric
@ATTRIBUTE class {1, -1}

@DATA
0.32098,1.13844,0.592,0.80646,0.58195,0.07971,0.06636,0.03424,1
0.44524,0.1132,0.39478,0.37921,0.25345,0.21938,0.09202,0.05943,1
0.19665,0.18617,0.43738,0.58802,0.20263,0.25281,0.06084,0.12178,1
0.39344,0.34195,0.48278,0.59595,0.41771,0.34946,0.1779,0.15469,1
0.25414,0.73144,0.48806,0.78698,0.47827,0.18272,0.02993,0.05019,1
0.26721,0.37549,0.59142,0.55637,0.30459,0.27932,0.07543,0.07795,1
0.31368,0.15532,0.48131,0.45542,0.1778,0.38111,0.14963,0.05438,1
0.22562,0.20497,0.47932,0.42229,0.37234,0.11512,0.25062,0.24454,1
0.30732,0.62289,0.52775,0.77253,0.58686,0.23993,0.20681,0.05419,1
0.4241,0.31188,0.60683,0.55935,0.56094,0.25111,0.30817,0.04314,1
0.41723,0.05151,0.51768,0.22794,0.09621,0.55483,0.05758,0.08186,1
0.6502,0.15254,0.64516,0.42696,0.23144,0.48569,0.0841,0.09498,1
0.13811,0.32229,0.18657,0.579,0.3231,0.05185,0.06285,0.07327,1
0.33011,0.57281,0.63175,0.7467,0.52847,0.18015,0.03528,0.07834,1
0.25738,0.52481,0.31773,0.60761,0.48102,0.05846,0.05705,0.09011,1
0.465,0.57925,0.45466,0.84364,0.53643,0.81143,0.20046,0.02672,1
0.31402,0.25012,0.18614,0.59028,0.26668,0.24648,0.06698,0.00813,1
0.11826,0.18424,0.47249,0.39562,0.31028,0.03422,0.30376,0.00647,1
0.43889,0.1195,0.73196,0.40655,0.25179,0.10347,0.09163,0.05436,1
0.51235,0.14651,0.35527,0.50084,0.25706,0.47868,0.09248,0.01304,1
0.21747,0.11322,0.36989,0.46306,0.18656,0.3019,0.29265,0.09242,1
0.47034,0.15823,0.51351,0.48101,0.26627,0.37781,0.19029,0.03657,1
0.41653,0.11639,0.33865,0.3994,0.21464,0.5051,0.26935,0.03977,1
0.55468,0.15002,0.61303,0.44312,0.22277,0.54124,0.04131,0.07073,1
0.68525,0.16558,0.54234,0.39995,0.29724,0.43436,0.17306,0.07225,1
0.33149,0.198,0.24909,0.40666,0.23733,0.12179,0.17847,0.02742,1
0.17006,0.2491,0.5558,0.47236,0.22218,0.22576,0.00375,0.03269,1
0.26244,0.13733,0.55159,0.38973,0.20521,0.11477,0.28887,0.03592,1
0.43268,0.79199,0.5254,0.80398,0.84419,0.19713,0.10537,0.09009,1
0.46682,0.03962,0.57374,0.23836,0.1457,0.31538,0.02864,0.08311,1
0.25089,0.12659,0.40479,0.42118,0.30076,0.10304,0.1785,0.20546,1
0.23322,0.09805,0.41737,0.33894,0.13468,0.22313,0.10338,0.40761,1
0.45442,0.08371,0.5393,0.39204,0.15063,0.15893,0.19655,0.03221,1
0.46015,0.15869,0.54396,0.40387,0.32197,0.1903,0.19097,0.02421,1
0.21433,0.42158,0.2538,0.5812,0.49487,0.05612,0.05616,0.03864,1
0.23229,0.10638,0.53721,0.38341,0.16853,0.15866,0.08995,0.02665,1
0.17422,0.48464,0.53138,0.61128,0.39344,0.13239,0.01938,0.01716,1
0.28694,0.04561,0.50539,0.25886,0.1517,0.1805,0.0984,0.32276,1
0.40964,0.21899,0.42437,0.66635,0.29704,0.43042,0.18649,0.0462,1
0.26024,0.52649,0.31068,0.60284,0.75833,0.11997,0.16676,0.00502,1
0.46676,0.32769,0.24849,0.62574,0.40464,0.08369,0.1325,0.04938,1
0.37196,0.17325,0.3412,0.30593,0.34965,0.04982,0.19296,0.18862,1
0.35754,0.20664,0.46673,0.58671,0.18492,0.58809,0.06146,0.04976,1
0.34978,0.1259,0.49893,0.3873,0.28839,0.17582,0.30098,0.00395,1
0.58325,0.0734,0.60485,0.29368,0.15812,0.63786,0.21489,0.00643,1
0.22836,0.37214,0.60127,0.52935,0.41174,0.01676,0.10323,0.0469,1
0.30868,0.05215,0.25132,0.26924,0.15687,0.23591,0.02989,0.06956,1
0.3322,0.06055,0.41612,0.30232,0.12329,0.36991,0.14449,0.04817,1
0.59141,0.23444,0.53866,0.49058,0.27171,0.29634,0.13157,0.17503,1
0.26269,0.30951,0.64375,0.74079,0.31301,0.06313,0.12427,0.0492,1
0.39131,0.09068,0.5662,0.28237,0.32261,0.10125,0.17983,0.11878,1
0.48215,0.4882,0.71809,0.67505,0.48044,0.2982,0.10931,0.11132,1
0.15992,0.14263,0.45057,0.47002,0.23268,0.14135,0.18706,0.13465,1
0.55524,0.24391,0.32373,0.4582,0.38258,0.38527,0.24627,0.07101,1
0.39848,0.08991,0.33313,0.35606,0.20731,0.31359,0.12814,0.06645,1
0.5035,0.43848,0.59029,0.70231,0.43823,0.37048,0.19614,0.0526,1
0.32358,0.18102,0.39259,0.38935,0.3611,0.09309,0.16119,0.02713,1
0.40332,0.23744,0.38879,0.6019,0.27443,0.37898,0.1557,0.0067,1
0.4133,0.15263,0.37161,0.5424,0.17633,0.48799,0.13888,0.04875,1
0.25842,0.15568,0.36245,0.45218,0.29402,0.04425,0.25939,0.06832,1
0.18694,0.06834,0.36221,0.24176,0.17787,0.10018,0.06718,0.0497,1
0.45095,0.14986,0.3306,0.53435,0.16673,0.76233,0.07311,0.03019,1
0.24829,0.2847,0.53012,0.56027,0.30918,0.09852,0.04984,0.06877,1
0.31061,0.22794,0.34851,0.47993,0.27959,0.10846,0.11763,0.02103,1
0.19132,0.06875,0.28353,0.29427,0.12616,0.27678,0.10514,0.20057,1
0.39458,0.86058,0.47495,0.69944,0.84751,0.36404,0.18784,0.04025,1
0.26906,0.34615,0.46026,0.57681,0.5041,0.0345,0.0658,0.0834,1
0.14819,0.09605,0.47703,0.34356,0.27522,0.00993,0.31031,0.07853,1
0.42406,0.18393,0.5432,0.49438,0.28903,0.25721,0.13869,0.2138,1
0.23763,0.17499,0.67923,0.52332,0.29183,0.15016,0.16028,0.0425,1
0.35837,0.85819,0.54806,0.75959,0.79279,0.11633,0.0226,0.04172,1
0.4161,0.58834,0.55668,0.7948,0.39179,0.47629,0.03823,0.0121,1
0.46926,0.22985,0.59728,0.4733,0.25815,0.28914,0.10832,0.04691,1
0.21856,0.2821,0.39544,0.61388,0.39407,0.13148,0.2729,0.06333,1
0.11264,0.13991,0.43755,0.44385,0.18353,0.07617,0.03317,0.21798,1
0.31872,0.20779,0.52049,0.53143,0.28781,0.24513,0.07379,0.04037,1
0.41735,0.36726,0.54103,0.68781,0.40359,0.48951,0.16787,0.0536,1
0.3995,0.23334,0.62211,0.35469,0.4537,0.17919,0.0774,0.03662,1
0.26937,0.42318,0.49524,0.57408,0.4505,0.16552,0.13296,0.03914,1
0.10144,0.07055,0.34059,0.29456,0.18569,0.08894,0.27087,0.09103,1
0.19667,0.14407,0.37916,0.40292,0.18927,0.19292,0.09077,0.04796,1
0.40465,0.25113,0.51975,0.52936,0.27443,0.60606,0.20012,0.08234,1
0.17035,0.1795,0.0932,0.54347,0.27993,0.02146,0.05669,0.01129,1
0.32994,0.1901,0.47483,0.45946,0.36557,0.1059,0.1978,0.02254,1
0.51366,0.29752,0.45895,0.53966,0.43934,0.09017,0.20286,0.0562,1
0.15883,0.16655,0.47092,0.49588,0.44301,0.10807,0.30605,0.04326,1
0.34188,0.15471,0.48775,0.34223,0.19956,0.21725,0.15854,0.02461,1
0.24977,0.35126,0.43056,0.47719,0.33626,0.21082,0.10545,0.15444,1
0.23197,0.49954,0.60537,0.76742,0.47834,0.16147,0.1067,0.06122,1
0.13432,0.1557,0.31039,0.47622,0.26189,0.04442,0.22058,0.11403,1
0.24322,0.33175,0.57129,0.58043,0.42598,0.12231,0.09931,0.0618,1
0.47642,0.09791,0.52115,0.39711,0.1478,0.48578,0.1361,0.07032,1
0.27181,0.0512,0.45483,0.19209,0.21737,0.12916,0.30462,0.27095,1
0.20591,0.17144,0.47347,0.51931,0.29599,0.11924,0.09316,0.05711,1
0.60437,0.20488,0.52974,0.47188,0.29974,0.1849,0.14925,0.04293,1
0.27431,0.59654,0.41239,0.5876,0.60088,0.10132,0.01725,0.01732,1
0.25314,0.05034,0.50198,0.28257,0.11831,0.20985,0.19057,0.11509,1
0.17825,0.54916,0.58171,0.77074,0.5356,0.11877,0.18409,0.04754,1
0.39988,0.35132,0.65583,0.68289,0.26233,0.6085,0.00729,0.15098,1
0.53734,0.1844,0.48752,0.52564,0.21425,0.81687,0.04259,0.03935,1
0.62264,0.46637,0.52367,0.699,0.44026,0.34906,0.08424,0.04483,1
0.16129,0.02678,0.39497,0.14301,0.17059,0.09661,0.33849,0.03708,1
0.28874,0.66138,0.29187,0.72275,0.6605,0.17751,0.12231,0.02657,1
0.54624,0.26665,0.6704,0.53181,0.42813,0.02079,0.07383,0.0638,1
0.45069,0.1184,0.66271,0.35687,0.27524,0.26252,0.12421,0.15627,1
0.32451,0.25272,0.33549,0.55381,0.31613,0.02768,0.05702,0.1393,1
0.20038,0.18789,0.57018,0.58915,0.19979,0.1956,0.12341,0.04284,1
0.36773,0.80902,0.63548,0.71402,0.59486,0.04036,0.06428,0.02542,1
0.17562,0.28918,0.30018,0.52495,0.30461,0.16171,0.15848,0.1443,1
0.15371,0.22849,0.28838,0.50527,0.24969,0.09181,0.072,0.1252,1
0.29954,0.13429,0.5666,0.48444,0.25616,0.0679,0.29233,0.04551,1
0.46337,0.50106,0.57779,0.63282,0.36649,0.34477,0.06999,0.07533,1
0.51215,0.16032,0.63833,0.53084,0.29186,0.00948,0.093,0.04544,1
0.26698,0.22147,0.46015,0.63246,0.23821,0.23619,0.05512,0.04746,1
0.3875,0.43645,0.64413,0.60966,0.39696,0.32492,0.09372,0.05055,1
0.28816,0.4186,0.18976,0.70927,0.37819,0.18987,0.19797,0.02071,1
0.33472,0.18031,0.48733,0.34261,0.16516,0.64244,0.03195,0.27087,1
0.38512,0.17871,0.34744,0.54029,0.29833,0.31908,0.13288,0.01873,1
